crop,temperature,humidity,rainfall,soil_ph,nitrogen,phosphorus,potassium,wind_speed,soil_moisture,month,season,water_stress,nutrient_stress,temperature_stress,disease
maize,30.8,100.0,41.21,6.68,97.37,49.34,92.57,3.32,23.35,1,winter,0,0,0,healthy
tomato,11.13,27.4,35.76,4.8,86.95,26.88,87.79,4.47,35.98,3,summer,0,0,0,healthy
tomato,27.65,71.41,146.42,3.0,119.69,28.97,13.34,2.65,22.4,5,summer,0,1,0,healthy
tomato,25.0,70.68,23.38,9.0,146.15,53.0,35.47,6.76,21.9,11,winter,0,0,0,healthy
tomato,14.99,64.32,157.67,8.85,101.43,62.91,22.96,2.54,34.51,6,monsoon,0,1,0,late_blight
cotton,16.27,63.47,198.43,8.93,68.34,7.1,67.94,5.56,28.55,8,monsoon,0,1,0,healthy
rice,24.38,86.66,100.81,7.3,88.48,51.56,31.64,12.93,25.41,2,winter,0,0,0,healthy
rice,33.26,43.8,66.85,8.63,40.87,43.83,78.38,8.23,24.36,1,winter,0,0,0,healthy
rice,6.4,89.62,2.04,3.0,92.64,19.69,75.58,0.77,46.37,1,winter,0,1,1,healthy
tomato,22.85,100.0,99.5,5.52,81.73,25.49,73.44,0.16,40.93,2,winter,0,0,0,healthy
rice,23.83,91.75,21.44,3.73,98.81,54.95,56.91,2.27,49.3,7,monsoon,0,0,0,blast
tomato,18.44,70.12,114.67,4.69,60.49,23.53,45.73,11.59,40.55,4,summer,0,0,0,healthy
tomato,26.66,75.44,13.45,4.35,143.2,8.19,19.28,0.4,42.8,10,winter,0,1,0,healthy
maize,23.06,100.0,36.17,9.0,99.98,39.34,48.6,0.3,32.54,10,winter,0,0,0,rust
wheat,14.48,68.53,81.68,4.88,57.58,38.12,0.0,1.52,15.73,12,winter,1,1,0,healthy
maize,17.37,59.32,52.49,6.28,50.86,15.78,44.01,5.14,40.0,1,winter,0,1,0,rust
wheat,31.99,51.14,171.1,5.11,60.77,73.18,84.61,13.93,37.91,5,summer,0,0,0,healthy
rice,25.16,40.39,114.12,7.37,36.47,23.5,29.98,2.91,4.61,2,winter,1,1,0,healthy
maize,36.71,53.37,4.85,5.76,90.62,13.74,46.16,0.57,34.79,8,monsoon,0,1,1,healthy
wheat,17.24,94.01,34.18,5.26,81.39,41.56,98.6,0.05,22.07,2,winter,0,0,0,healthy
cotton,39.42,50.68,28.57,5.28,114.76,31.17,113.3,3.69,36.69,7,monsoon,0,0,1,healthy
cotton,24.57,42.2,51.29,7.46,101.62,41.55,82.23,9.75,30.42,8,monsoon,0,0,0,healthy
wheat,19.43,65.49,52.18,5.98,67.82,21.06,71.28,12.47,18.19,3,summer,1,0,0,rust
wheat,23.43,88.34,153.61,6.88,94.64,26.05,56.9,8.3,28.63,4,summer,0,0,0,healthy
maize,28.6,82.37,102.5,5.41,94.93,29.41,94.66,8.93,41.63,4,summer,0,0,0,healthy
maize,42.48,59.13,35.38,7.15,44.78,37.51,58.03,0.0,13.9,6,monsoon,1,0,1,healthy
wheat,35.12,64.76,52.27,3.0,41.21,67.07,101.98,6.78,6.56,1,winter,1,0,1,healthy
maize,27.61,81.76,615.86,8.03,66.11,61.51,87.76,1.97,32.09,5,summer,0,0,0,healthy
maize,26.19,90.46,38.34,5.8,18.67,52.82,12.72,2.05,22.47,1,winter,0,1,0,healthy
cotton,27.77,63.26,2.19,7.64,56.37,67.75,70.56,6.86,32.94,7,monsoon,0,0,0,healthy
rice,12.97,44.66,40.9,5.15,45.88,50.21,58.23,1.97,38.65,9,monsoon,0,0,0,healthy
cotton,24.66,63.94,43.9,4.62,42.7,41.39,66.43,3.0,32.32,10,winter,0,0,0,healthy
tomato,20.4,40.45,98.16,6.75,170.87,63.64,110.81,4.24,27.44,1,winter,0,0,0,late_blight
rice,23.8,92.25,0.4,4.64,68.34,69.92,85.94,3.34,31.11,10,winter,0,0,0,blast
wheat,22.38,60.88,219.72,7.25,44.15,53.84,54.46,11.41,13.52,1,winter,1,0,0,healthy
maize,32.19,57.84,252.91,3.63,49.11,42.74,95.14,5.77,19.57,11,winter,1,0,0,healthy
wheat,27.95,45.85,57.4,7.53,71.79,46.03,6.05,0.66,34.82,10,winter,0,1,0,healthy
maize,22.0,70.87,10.92,5.94,76.29,20.04,53.28,2.15,35.37,7,monsoon,0,0,0,rust
wheat,34.89,82.87,61.73,6.88,31.78,14.16,74.55,11.45,30.54,4,summer,0,1,0,healthy
tomato,32.16,80.51,3.51,6.87,77.18,95.18,53.21,0.91,27.57,8,monsoon,0,0,0,healthy
wheat,27.86,74.61,146.36,7.22,102.78,35.44,76.91,17.69,37.81,2,winter,0,0,0,healthy
rice,30.66,80.13,5.63,7.32,119.84,40.31,40.67,0.43,33.31,11,winter,0,0,0,healthy
maize,38.43,78.06,23.77,4.69,124.44,55.18,80.82,9.61,35.88,8,monsoon,0,0,1,healthy
wheat,35.39,48.25,69.03,6.84,39.63,5.83,24.05,8.3,26.29,5,summer,0,1,1,healthy
maize,24.42,49.53,279.04,8.63,108.3,48.92,44.83,3.26,43.35,9,monsoon,0,0,0,rust
rice,35.67,42.57,3.53,6.93,137.97,57.47,45.33,1.71,26.9,3,summer,0,0,1,healthy
rice,26.18,75.74,123.73,5.97,126.87,98.9,66.26,12.11,23.37,5,summer,0,0,0,healthy
cotton,28.62,64.68,33.46,7.21,142.84,9.26,103.95,1.78,38.16,9,monsoon,0,1,0,healthy
wheat,34.41,56.79,50.14,5.73,123.67,32.28,13.52,6.72,27.31,7,monsoon,0,1,0,healthy
tomato,19.87,50.45,68.28,5.04,87.02,57.81,82.62,0.38,28.66,2,winter,0,0,0,late_blight
tomato,32.51,100.0,158.29,5.79,40.9,30.97,35.62,1.7,31.28,5,summer,0,0,0,late_blight
tomato,34.01,100.0,123.22,5.33,89.77,25.99,50.12,9.26,22.21,3,summer,0,0,0,healthy
wheat,30.15,70.94,122.5,5.6,90.27,21.8,67.82,6.32,29.85,9,monsoon,0,0,0,healthy
wheat,25.24,77.64,60.73,3.0,42.17,4.95,66.08,13.07,42.31,4,summer,0,1,0,healthy
maize,24.72,88.99,215.22,6.91,74.84,21.21,70.35,5.67,29.69,12,winter,0,0,0,healthy
tomato,22.97,100.0,56.07,6.04,97.17,49.78,71.8,1.09,37.57,11,winter,0,0,0,healthy
wheat,19.2,64.19,34.53,3.15,127.18,54.07,86.27,3.64,28.52,2,winter,0,0,0,rust
cotton,23.73,82.75,51.56,7.07,144.24,18.47,36.08,9.99,18.44,6,monsoon,1,1,0,healthy
maize,27.48,75.9,19.51,6.21,89.87,79.36,54.19,3.67,25.49,8,monsoon,0,0,0,healthy
wheat,31.93,99.49,68.52,5.48,69.17,32.1,58.1,1.19,10.81,3,summer,1,0,0,healthy
cotton,12.27,84.29,26.49,6.41,91.04,90.71,62.2,0.94,27.33,10,winter,0,0,0,healthy
wheat,34.12,90.46,26.47,6.65,110.88,31.25,77.06,7.04,24.13,4,summer,0,0,0,healthy
wheat,25.78,60.12,48.35,4.84,153.08,27.82,46.97,6.95,30.8,2,winter,0,0,0,healthy
maize,16.51,59.97,77.65,8.04,115.26,19.18,68.25,9.06,15.66,1,winter,1,1,0,healthy
tomato,21.94,100.0,328.98,8.15,61.89,80.8,68.41,2.14,36.72,10,winter,0,0,0,late_blight
rice,28.72,47.5,95.66,4.08,89.83,24.46,53.79,1.28,36.61,7,monsoon,0,0,0,healthy
maize,26.87,75.89,29.15,5.53,128.54,16.05,20.52,2.04,25.98,10,winter,0,1,0,healthy
cotton,13.78,66.13,166.61,5.86,64.92,57.49,52.3,0.71,29.83,10,winter,0,0,0,healthy
rice,16.53,39.26,57.09,9.0,67.45,34.26,63.42,6.28,24.35,1,winter,0,0,0,healthy
rice,34.35,89.72,273.86,7.03,121.29,35.58,49.86,1.77,13.83,4,summer,1,0,0,bacterial_blight
wheat,28.25,37.09,116.71,6.48,88.36,56.51,54.07,6.98,8.4,3,summer,1,0,0,healthy
tomato,23.43,40.3,92.69,4.59,49.56,44.9,15.54,4.06,3.89,9,monsoon,1,1,0,healthy
tomato,23.62,79.3,49.8,6.22,121.56,34.31,60.14,0.23,34.63,6,monsoon,0,0,0,healthy
cotton,23.74,68.82,105.38,3.1,138.41,0.22,60.76,1.0,22.28,2,winter,0,1,0,healthy
cotton,30.23,68.26,42.0,6.36,141.06,67.27,102.87,6.68,29.01,2,winter,0,0,0,healthy
wheat,25.68,48.79,48.04,8.6,36.51,16.82,59.2,0.29,16.47,12,winter,1,1,0,healthy
rice,30.38,69.02,2.99,7.38,108.21,4.35,36.35,4.83,28.66,6,monsoon,0,1,0,healthy
maize,22.91,69.18,211.46,6.51,79.77,17.57,23.72,0.2,37.35,3,summer,0,1,0,healthy
maize,22.38,68.21,18.95,6.01,96.0,33.0,18.2,4.45,25.27,10,winter,0,1,0,healthy
wheat,12.5,75.51,113.67,8.84,78.54,15.07,31.45,0.82,35.9,2,winter,0,1,0,healthy
tomato,30.64,56.02,81.08,6.59,90.51,67.66,81.55,2.24,17.92,7,monsoon,1,0,0,healthy
rice,5.96,65.02,126.9,6.53,102.61,55.67,71.06,3.15,26.26,1,winter,0,0,1,healthy
rice,28.11,77.75,40.26,9.0,86.56,73.38,21.79,16.74,45.57,12,winter,0,1,0,healthy
wheat,27.19,53.58,84.01,6.94,93.75,54.86,37.39,3.78,23.81,11,winter,0,0,0,healthy
wheat,20.37,60.53,40.82,6.31,86.59,11.33,108.23,0.59,28.97,8,monsoon,0,1,0,healthy
cotton,40.2,71.0,136.94,7.32,69.24,11.0,54.97,10.03,45.21,1,winter,0,1,1,healthy
wheat,21.01,93.95,87.82,5.82,53.55,35.06,51.0,5.1,39.34,11,winter,0,0,0,rust
cotton,37.07,77.64,141.71,9.0,94.12,52.65,71.94,7.17,26.0,1,winter,0,0,1,healthy
rice,24.56,100.0,99.06,3.59,78.27,42.07,20.42,1.22,40.05,12,winter,0,1,0,blast
wheat,22.42,86.61,80.45,4.88,134.04,34.85,78.94,0.67,29.42,6,monsoon,0,0,0,rust
tomato,15.72,83.75,117.16,4.13,108.11,34.72,59.87,2.48,34.06,4,summer,0,0,0,healthy
cotton,28.17,89.23,4.58,5.97,80.93,26.33,87.72,3.19,26.67,7,monsoon,0,0,0,healthy
cotton,16.08,66.32,35.25,7.26,98.98,29.8,32.3,2.37,37.54,8,monsoon,0,0,0,healthy
tomato,38.05,100.0,126.56,5.76,67.24,13.72,83.83,18.24,20.18,11,winter,0,1,1,healthy
wheat,24.02,53.58,54.96,5.82,77.33,49.33,41.89,0.06,10.07,6,monsoon,1,0,0,rust
rice,26.01,45.66,339.13,5.96,68.09,44.03,70.45,0.82,24.12,7,monsoon,0,0,0,bacterial_blight
rice,23.87,100.0,93.8,7.91,40.66,2.77,57.76,22.02,42.62,10,winter,0,1,0,blast
maize,16.52,51.79,24.54,6.97,116.96,54.79,70.74,21.66,22.81,3,summer,0,0,0,rust
tomato,20.48,76.09,115.85,6.85,62.15,32.67,87.75,2.14,26.08,9,monsoon,0,0,0,healthy
cotton,39.54,76.46,5.79,8.45,99.38,54.03,78.08,1.28,40.08,9,monsoon,0,0,1,healthy
rice,16.03,14.34,39.46,6.37,53.14,47.06,69.24,2.23,33.13,1,winter,0,0,0,healthy
rice,20.07,70.46,290.7,5.04,109.26,48.98,103.7,0.58,29.18,5,summer,0,0,0,blast
wheat,30.95,38.24,22.36,7.76,12.3,72.14,99.87,5.86,19.84,10,winter,1,1,0,healthy
tomato,13.26,36.91,131.85,8.6,49.83,62.54,39.51,1.89,44.35,1,winter,0,0,0,healthy
wheat,33.12,100.0,41.17,7.66,122.95,25.54,64.84,7.8,36.42,2,winter,0,0,0,healthy
wheat,26.31,40.64,19.43,4.39,107.3,51.78,73.94,3.12,34.96,1,winter,0,0,0,healthy
wheat,16.36,62.21,1.74,6.65,49.55,28.01,69.87,1.5,33.58,1,winter,0,0,0,healthy
rice,25.05,87.99,106.75,9.0,44.89,8.54,32.0,5.03,13.68,7,monsoon,1,1,0,bacterial_blight
wheat,30.76,100.0,245.96,4.71,80.31,12.0,101.0,1.39,24.97,3,summer,0,1,0,healthy
tomato,23.48,75.83,22.01,8.48,102.06,44.12,75.0,17.58,17.27,5,summer,1,0,0,healthy
cotton,14.46,88.12,137.43,7.75,89.2,0.0,34.33,0.42,31.7,6,monsoon,0,1,0,healthy
maize,23.71,89.04,37.25,6.24,103.37,30.46,53.17,7.88,42.97,11,winter,0,0,0,healthy
rice,19.13,64.44,19.78,7.96,96.4,37.01,47.43,0.13,17.45,11,winter,1,0,0,healthy
maize,23.85,74.56,56.04,6.32,48.82,41.41,32.3,6.63,14.18,11,winter,1,0,0,rust
cotton,27.65,49.09,186.4,6.89,42.63,38.17,72.17,2.64,27.4,6,monsoon,0,0,0,healthy
tomato,30.98,61.98,75.32,4.46,56.42,17.8,67.21,1.41,38.1,1,winter,0,1,0,healthy
wheat,12.61,78.48,94.5,6.37,54.05,65.5,30.35,1.41,38.32,2,winter,0,0,0,healthy
tomato,15.89,88.11,91.31,9.0,43.26,60.5,35.13,8.2,21.23,11,winter,0,0,0,healthy
wheat,16.55,91.81,114.79,8.07,33.92,8.68,43.22,5.9,25.2,8,monsoon,0,1,0,healthy
tomato,15.18,66.17,42.48,5.87,114.99,40.97,121.53,6.34,16.71,3,summer,1,0,0,healthy
cotton,31.67,80.5,25.42,5.18,79.02,24.71,73.27,1.36,22.35,12,winter,0,0,0,healthy
wheat,34.32,60.99,19.75,6.14,62.31,66.0,2.38,2.33,10.26,11,winter,1,1,0,healthy
wheat,15.85,70.33,23.87,4.71,85.64,26.37,57.26,4.35,32.62,10,winter,0,0,0,rust
cotton,17.09,80.66,67.85,5.77,13.13,36.34,95.04,0.32,30.99,11,winter,0,1,0,healthy
wheat,32.17,55.45,80.49,6.68,37.94,47.43,0.0,4.88,12.35,6,monsoon,1,1,0,healthy
rice,29.28,79.14,78.79,9.0,105.63,77.26,44.27,0.57,15.48,6,monsoon,1,0,0,bacterial_blight
cotton,33.29,93.77,48.23,8.65,115.9,48.64,58.86,7.11,25.61,6,monsoon,0,0,0,healthy
tomato,26.91,100.0,481.28,6.48,59.61,18.64,50.93,16.58,28.47,8,monsoon,0,1,0,late_blight
cotton,28.34,79.29,0.03,8.23,103.44,56.66,83.21,11.95,30.22,8,monsoon,0,0,0,healthy
cotton,16.67,46.11,20.18,6.92,93.69,53.97,71.5,0.25,49.21,7,monsoon,0,0,0,healthy
wheat,25.38,80.28,10.17,4.47,6.18,14.01,69.02,5.1,40.15,12,winter,0,1,0,healthy
maize,44.28,79.83,48.2,6.1,76.2,30.78,23.75,1.21,17.71,12,winter,1,1,1,healthy
cotton,29.46,89.91,63.17,6.39,128.67,4.21,40.54,1.2,17.11,12,winter,1,1,0,healthy
rice,33.47,94.07,29.41,5.42,104.68,31.75,36.0,4.55,33.86,6,monsoon,0,0,0,healthy
cotton,17.53,39.69,44.83,6.08,121.06,32.03,67.51,9.84,26.56,11,winter,0,0,0,healthy
rice,43.63,60.88,90.68,5.96,93.69,29.05,41.99,11.11,31.05,8,monsoon,0,0,1,healthy
cotton,30.32,100.0,18.67,8.67,65.48,77.87,47.57,7.23,30.18,2,winter,0,0,0,healthy
wheat,36.12,83.35,73.96,4.36,128.02,36.85,96.27,5.7,44.86,1,winter,0,0,1,healthy
tomato,32.14,44.7,96.27,9.0,75.62,39.02,76.89,4.92,28.35,4,summer,0,0,0,healthy
wheat,23.46,54.79,72.83,7.25,102.23,69.03,29.1,4.3,26.59,3,summer,0,1,0,rust
rice,21.15,49.69,23.1,4.97,130.9,0.0,72.01,6.42,17.1,12,winter,1,1,0,blast
maize,31.69,82.76,104.64,7.28,73.54,6.18,51.94,2.62,38.46,4,summer,0,1,0,healthy
wheat,28.76,82.39,254.1,4.54,95.05,29.51,95.58,3.52,28.89,9,monsoon,0,0,0,healthy
tomato,29.84,75.94,38.6,4.19,73.31,50.92,44.44,1.12,26.67,7,monsoon,0,0,0,healthy
cotton,36.05,57.77,46.64,7.62,77.8,73.74,48.53,17.98,23.83,3,summer,0,0,1,healthy
rice,38.29,67.06,108.21,3.53,55.26,24.2,88.4,7.75,37.68,3,summer,0,0,1,healthy
wheat,39.22,83.19,9.58,5.11,94.2,38.22,17.95,6.08,17.69,10,winter,1,1,1,healthy
cotton,13.84,51.73,92.01,6.77,43.23,40.92,88.9,5.75,29.06,10,winter,0,0,0,healthy
maize,18.73,50.42,7.99,4.99,82.08,0.67,42.69,5.27,31.35,12,winter,0,1,0,healthy
tomato,29.9,68.34,128.48,6.81,65.39,52.19,67.01,2.33,28.05,1,winter,0,0,0,healthy
tomato,25.27,96.83,23.12,6.64,36.92,42.66,60.76,0.41,19.5,8,monsoon,1,1,0,healthy
wheat,25.97,50.88,89.5,6.6,67.05,50.08,79.19,0.7,47.08,12,winter,0,0,0,healthy
rice,32.33,75.81,136.64,6.97,123.2,61.51,74.17,1.99,40.69,1,winter,0,0,0,healthy
cotton,21.87,34.05,118.5,6.07,116.1,20.86,92.88,0.53,39.22,2,winter,0,0,0,healthy
wheat,22.8,99.89,167.75,4.46,50.87,26.24,90.73,11.57,42.04,11,winter,0,0,0,healthy
cotton,18.87,74.55,56.67,5.38,55.23,67.42,60.45,6.81,40.11,5,summer,0,0,0,healthy
tomato,43.67,71.11,29.3,7.15,96.78,12.88,54.0,8.86,30.11,4,summer,0,1,1,healthy
tomato,20.71,74.03,44.95,5.33,65.35,0.0,41.88,5.73,29.05,5,summer,0,1,0,late_blight
maize,27.57,72.64,284.2,7.04,0.0,25.95,67.41,8.65,28.91,11,winter,0,1,0,healthy
wheat,24.36,89.78,227.79,9.0,82.47,30.44,34.92,0.9,39.81,7,monsoon,0,0,0,healthy
tomato,18.03,46.53,59.31,5.74,50.54,46.78,58.68,14.78,34.39,10,winter,0,0,0,healthy
cotton,34.29,78.54,91.8,6.66,91.71,47.55,67.11,6.27,12.4,2,winter,1,0,0,healthy
tomato,26.5,100.0,8.25,5.93,137.72,39.49,26.74,1.26,51.74,2,winter,0,1,0,healthy
tomato,17.0,84.55,97.21,7.11,82.33,106.35,78.61,0.2,29.79,3,summer,0,0,0,healthy
cotton,35.47,92.69,43.84,7.41,48.45,20.44,58.71,3.97,22.28,5,summer,0,0,1,healthy
rice,12.96,49.84,76.8,8.4,110.16,45.35,52.24,5.67,28.73,7,monsoon,0,0,0,healthy
tomato,32.81,66.37,47.99,8.12,84.92,46.59,37.21,1.72,32.59,10,winter,0,0,0,healthy
tomato,29.52,77.56,48.97,8.32,102.26,28.75,33.96,0.58,42.75,5,summer,0,0,0,healthy
maize,28.46,73.78,180.14,4.54,106.15,29.66,66.5,6.32,14.23,10,winter,1,0,0,healthy
rice,50.49,96.89,24.24,5.83,87.04,75.03,105.37,12.28,18.75,9,monsoon,1,0,1,healthy
tomato,25.65,70.29,8.83,5.74,102.51,38.94,50.23,1.27,32.03,1,winter,0,0,0,healthy
rice,25.24,66.28,326.47,5.32,54.86,50.2,78.93,2.18,31.62,5,summer,0,0,0,bacterial_blight
rice,35.47,72.96,131.39,7.33,115.05,64.59,60.48,8.62,26.33,9,monsoon,0,0,1,healthy
cotton,24.27,81.03,34.23,8.61,84.46,83.57,50.53,3.46,20.39,9,monsoon,0,0,0,healthy
maize,27.79,41.41,7.99,8.43,104.89,58.53,65.79,8.82,34.14,4,summer,0,0,0,healthy
wheat,16.43,100.0,232.4,4.82,130.03,35.25,48.17,3.92,20.99,6,monsoon,0,0,0,rust
tomato,19.2,100.0,15.94,5.65,53.6,5.66,74.7,1.26,36.71,7,monsoon,0,1,0,late_blight
rice,22.98,72.22,34.67,7.6,76.96,31.06,40.94,1.81,30.91,4,summer,0,0,0,blast
wheat,29.66,52.57,25.85,8.6,88.72,29.89,46.93,16.76,29.17,9,monsoon,0,0,0,healthy
wheat,27.11,45.23,44.09,6.88,125.33,50.22,58.16,2.48,46.72,2,winter,0,0,0,healthy
cotton,16.98,99.31,46.67,7.9,37.73,38.09,33.12,0.01,36.96,12,winter,0,1,0,healthy
cotton,17.28,57.65,31.22,6.04,18.61,19.33,33.8,0.63,14.14,4,summer,1,1,0,healthy
wheat,19.41,59.68,79.25,5.83,92.83,42.45,96.0,10.53,15.06,10,winter,1,0,0,healthy
rice,19.37,74.1,118.62,5.05,70.66,46.31,85.03,2.19,30.39,2,winter,0,0,0,healthy
maize,21.08,74.05,160.01,4.88,53.28,41.11,105.42,6.52,43.48,1,winter,0,0,0,rust
cotton,28.44,100.0,74.64,5.51,65.89,31.1,27.26,6.74,38.53,12,winter,0,1,0,healthy
cotton,16.57,64.23,59.94,7.12,71.58,26.26,103.69,1.1,30.52,9,monsoon,0,0,0,healthy
wheat,29.79,84.77,142.87,8.62,61.28,56.67,54.08,0.98,34.42,4,summer,0,0,0,healthy
cotton,10.69,64.54,194.04,3.0,13.15,47.51,46.57,3.63,15.16,7,monsoon,1,1,0,healthy
maize,32.83,86.88,57.26,6.02,64.09,38.12,17.31,3.09,28.29,8,monsoon,0,1,0,healthy
wheat,2.33,42.56,62.85,7.41,88.02,12.44,53.92,2.29,32.06,1,winter,0,1,1,healthy
tomato,28.69,59.69,0.11,7.44,31.13,67.64,71.9,3.53,47.83,9,monsoon,0,1,0,healthy
wheat,25.6,86.95,51.32,6.85,69.39,41.71,95.24,3.99,30.19,8,monsoon,0,0,0,healthy
rice,19.43,87.31,132.06,4.79,91.45,23.71,43.95,0.07,39.08,5,summer,0,0,0,healthy
rice,33.72,87.01,45.59,8.98,137.57,4.87,116.04,1.0,28.94,10,winter,0,1,0,blast
cotton,19.52,40.22,32.84,7.5,62.11,58.63,109.18,1.28,18.23,12,winter,1,0,0,healthy
wheat,30.03,47.09,168.84,7.85,70.52,0.0,83.66,1.25,38.21,10,winter,0,1,0,healthy
wheat,34.67,56.67,97.41,8.77,76.09,55.41,39.89,10.03,32.82,5,summer,0,0,0,healthy
rice,28.01,100.0,17.56,4.53,102.62,54.46,29.72,3.36,40.0,12,winter,0,1,0,bacterial_blight
tomato,6.62,80.71,49.07,4.82,85.18,19.93,6.66,21.04,43.09,2,winter,0,1,1,healthy
wheat,14.24,51.93,70.23,8.21,92.47,25.39,16.42,9.92,33.69,11,winter,0,1,0,healthy
cotton,31.14,57.69,138.7,9.0,75.29,38.34,92.81,3.28,40.66,4,summer,0,0,0,healthy
rice,19.49,20.15,158.98,7.81,101.58,41.41,84.17,3.48,16.28,9,monsoon,1,0,0,healthy
tomato,18.22,99.3,325.19,6.25,76.24,54.11,51.43,3.69,26.87,2,winter,0,0,0,late_blight
maize,21.94,35.38,137.46,7.9,108.34,45.88,7.9,27.96,30.12,2,winter,0,1,0,healthy
rice,25.89,35.29,65.38,5.78,153.17,47.55,54.93,0.4,45.86,8,monsoon,0,0,0,healthy
tomato,32.65,75.76,15.09,6.1,58.41,36.64,109.42,14.17,35.26,5,summer,0,0,0,healthy
cotton,30.97,71.42,65.09,9.0,119.2,63.06,52.33,1.02,47.16,2,winter,0,0,0,healthy
cotton,28.39,70.47,103.05,8.04,58.76,0.0,67.51,7.55,7.64,6,monsoon,1,1,0,healthy
cotton,24.84,52.32,96.87,4.76,36.4,46.6,110.07,2.41,27.1,11,winter,0,1,0,healthy
wheat,24.77,100.0,121.94,9.0,44.73,42.92,74.73,11.76,40.04,8,monsoon,0,0,0,rust
rice,17.38,75.55,8.17,5.14,76.5,9.98,69.86,9.26,34.5,5,summer,0,1,0,healthy
maize,30.47,68.59,268.24,6.62,98.16,31.57,124.42,9.18,29.36,12,winter,0,0,0,healthy
wheat,33.97,60.26,168.18,6.09,88.65,24.52,71.27,7.69,38.19,1,winter,0,0,0,healthy
tomato,17.97,100.0,45.91,8.18,78.86,74.79,61.21,8.87,27.86,6,monsoon,0,0,0,healthy
wheat,34.54,78.17,28.72,5.53,55.49,43.92,62.18,6.19,17.54,6,monsoon,1,0,0,healthy
maize,23.34,100.0,60.83,5.62,69.76,39.4,58.85,8.65,16.93,6,monsoon,1,0,0,healthy
maize,17.28,62.49,4.71,7.97,51.16,31.52,45.73,4.25,24.94,10,winter,0,0,0,healthy
rice,24.12,70.36,75.32,4.88,162.08,51.38,44.25,4.22,33.48,12,winter,0,0,0,blast
cotton,26.76,55.54,32.95,8.83,81.19,26.65,69.0,4.47,34.52,12,winter,0,0,0,healthy
maize,31.3,50.34,236.47,4.98,63.27,36.42,35.73,7.96,32.6,5,summer,0,0,0,healthy
tomato,15.17,71.12,50.82,6.25,94.05,45.36,31.75,4.61,24.58,7,monsoon,0,0,0,healthy
rice,20.62,67.82,57.09,8.36,109.59,25.23,51.32,0.5,35.53,9,monsoon,0,0,0,blast
wheat,28.99,83.96,267.13,6.16,73.67,84.71,80.23,3.27,17.89,9,monsoon,1,0,0,healthy
maize,28.0,100.0,60.0,5.47,42.7,18.93,51.47,5.52,29.36,11,winter,0,1,0,healthy
rice,32.54,89.08,31.49,6.83,80.56,31.23,79.96,1.79,4.74,6,monsoon,1,0,0,bacterial_blight
cotton,21.52,78.66,167.89,4.95,112.61,5.67,46.95,0.1,20.89,7,monsoon,0,1,0,healthy
cotton,21.31,64.4,57.82,4.48,97.26,66.95,66.1,1.49,11.9,9,monsoon,1,0,0,healthy
cotton,32.24,32.95,1.78,9.0,56.51,20.79,67.16,1.39,21.55,7,monsoon,0,0,0,healthy
maize,21.92,62.48,88.19,6.23,89.32,14.42,65.23,4.99,29.75,1,winter,0,1,0,healthy
wheat,16.49,79.48,165.5,5.09,77.86,47.36,110.75,8.45,23.28,9,monsoon,0,0,0,rust
maize,30.04,100.0,32.02,5.71,94.28,12.81,23.11,6.8,25.34,11,winter,0,1,0,healthy
rice,24.65,98.06,125.63,5.98,77.65,44.61,5.97,2.2,25.79,8,monsoon,0,1,0,blast
rice,23.58,39.19,165.54,6.4,83.23,15.64,63.54,3.44,39.75,11,winter,0,1,0,healthy
cotton,28.04,83.57,85.79,7.01,45.4,74.9,35.69,3.24,46.27,10,winter,0,0,0,healthy
tomato,29.35,100.0,27.11,6.4,28.34,6.56,43.83,8.24,51.43,11,winter,0,1,0,healthy
wheat,22.95,30.78,74.74,7.04,100.81,54.49,93.98,14.18,19.8,7,monsoon,1,0,0,rust
wheat,23.56,84.22,100.34,6.8,107.1,69.84,79.81,10.69,27.44,6,monsoon,0,0,0,rust
wheat,19.82,47.42,18.46,9.0,81.49,35.65,46.17,8.27,17.68,4,summer,1,0,0,rust
rice,28.31,80.6,30.62,4.71,46.89,29.49,64.42,3.36,32.21,10,winter,0,0,0,bacterial_blight
cotton,22.98,82.49,62.77,8.22,41.15,69.18,90.38,2.51,49.01,7,monsoon,0,0,0,healthy
rice,34.84,77.95,105.03,9.0,97.91,50.53,54.43,0.61,21.21,1,winter,0,0,0,healthy
rice,19.29,6.0,8.09,5.24,70.0,26.69,36.18,3.01,44.25,7,monsoon,0,0,0,healthy
rice,22.99,44.03,160.72,4.74,76.19,23.36,74.86,6.71,2.37,11,winter,1,0,0,healthy
rice,15.13,100.0,97.25,7.01,103.96,58.44,83.08,5.19,35.51,5,summer,0,0,0,healthy
maize,30.86,71.87,40.73,6.37,88.54,34.15,34.09,3.41,30.88,5,summer,0,0,0,healthy
tomato,43.58,53.19,434.96,4.86,98.0,33.81,45.18,1.42,27.13,10,winter,0,0,1,healthy
maize,39.28,86.0,98.04,4.68,105.72,72.92,19.18,0.18,41.44,8,monsoon,0,1,1,healthy
maize,24.56,42.09,158.15,6.87,92.19,37.49,53.78,14.51,23.81,4,summer,0,0,0,rust
maize,19.26,100.0,11.26,7.24,100.49,77.26,74.47,0.74,22.7,2,winter,0,0,0,rust
tomato,20.14,54.71,110.12,7.47,102.13,45.5,20.39,0.29,44.24,1,winter,0,1,0,healthy
