crop,temperature,humidity,rainfall,soil_ph,nitrogen,phosphorus,potassium,wind_speed,soil_moisture,month,season,water_stress,nutrient_stress,temperature_stress,disease
maize,14.09,76.72,79.86,4.4,39.03,13.46,78.06,2.59,30.92,8,monsoon,0,1,0,healthy
cotton,26.22,100.0,75.92,5.99,68.45,57.26,43.47,0.4,32.18,4,summer,0,0,0,healthy
cotton,36.97,100.0,37.21,7.55,82.1,42.53,42.59,1.99,33.43,6,monsoon,0,0,1,healthy
maize,26.03,98.18,200.17,7.38,62.19,60.79,45.57,10.09,39.68,7,monsoon,0,0,0,healthy
cotton,39.11,83.21,55.48,8.5,129.47,62.81,44.15,8.75,42.32,8,monsoon,0,0,1,healthy
maize,15.92,40.66,1.19,8.71,74.93,34.85,53.85,4.44,43.25,1,winter,0,0,0,rust
tomato,16.62,61.59,0.92,3.81,92.57,48.35,51.83,6.46,25.61,10,winter,0,0,0,healthy
cotton,26.89,62.52,38.04,7.93,78.07,12.99,64.54,5.4,15.77,9,monsoon,1,1,0,healthy
maize,36.27,51.32,30.94,6.4,94.45,62.51,22.48,10.56,24.16,5,summer,0,1,1,healthy
wheat,23.4,58.9,5.13,4.84,111.23,57.24,109.02,6.93,8.06,7,monsoon,1,0,0,healthy
tomato,25.73,75.36,8.13,6.75,24.44,44.27,47.07,5.31,30.0,7,monsoon,0,1,0,healthy
wheat,33.53,48.17,103.42,3.0,69.05,30.81,68.65,0.15,43.49,11,winter,0,0,0,healthy
wheat,35.55,67.98,10.33,6.05,35.45,46.44,56.65,3.22,28.9,6,monsoon,0,1,1,healthy
rice,31.21,44.93,78.07,7.45,67.41,22.0,97.58,11.5,39.41,9,monsoon,0,0,0,healthy
wheat,36.34,59.62,98.21,5.4,84.47,61.9,62.96,2.87,35.64,8,monsoon,0,0,1,healthy
rice,27.28,74.68,57.2,5.07,112.17,34.51,68.37,8.63,18.32,12,winter,1,0,0,healthy
cotton,23.73,76.09,6.14,8.07,97.85,44.06,101.42,23.01,21.45,12,winter,0,0,0,healthy
wheat,19.31,56.73,149.63,5.47,85.49,65.0,78.86,7.27,28.67,2,winter,0,0,0,rust
cotton,35.02,47.48,323.91,5.44,39.42,14.21,34.52,1.58,37.86,6,monsoon,0,1,1,healthy
rice,41.99,61.67,18.6,7.03,13.85,43.94,73.35,3.43,20.86,3,summer,0,1,1,healthy
tomato,17.59,93.94,22.88,7.18,57.88,70.71,48.73,4.02,30.72,11,winter,0,0,0,healthy
cotton,23.56,33.02,1.56,7.26,88.23,50.78,62.26,5.92,28.09,9,monsoon,0,0,0,healthy
wheat,13.07,93.64,50.77,5.81,38.41,50.68,81.98,0.5,30.1,11,winter,0,1,0,healthy
rice,19.45,97.76,277.81,7.33,72.81,32.65,74.76,2.63,8.93,10,winter,1,0,0,bacterial_blight
wheat,26.56,61.62,12.13,6.47,84.76,66.17,15.24,2.51,36.36,3,summer,0,1,0,healthy
wheat,14.55,62.08,114.19,5.68,81.32,75.21,59.71,1.49,35.15,1,winter,0,0,0,healthy
tomato,22.72,89.97,152.57,5.66,105.71,39.43,90.89,4.48,27.52,2,winter,0,0,0,healthy
cotton,18.45,70.09,170.53,6.82,100.63,38.6,59.54,1.81,33.56,12,winter,0,0,0,healthy
cotton,17.55,69.91,3.7,8.01,78.42,13.86,50.0,2.62,29.61,10,winter,0,1,0,healthy
rice,21.08,48.57,0.59,6.21,141.36,29.04,102.64,9.21,7.13,12,winter,1,0,0,healthy
maize,30.24,74.42,181.63,8.76,82.31,51.32,42.07,0.05,41.24,3,summer,0,0,0,healthy
rice,26.92,74.3,104.21,9.0,0.0,78.24,36.21,4.14,32.09,7,monsoon,0,1,0,healthy
wheat,35.64,63.13,46.15,4.97,81.61,54.2,33.64,8.82,40.18,9,monsoon,0,0,1,healthy
tomato,28.54,93.28,27.67,9.0,109.88,49.75,88.07,1.84,39.23,1,winter,0,0,0,healthy
maize,7.57,43.06,21.16,7.31,108.5,62.31,45.27,22.66,22.99,4,summer,0,0,1,healthy
cotton,14.59,70.81,63.19,5.28,73.47,31.26,91.0,6.15,26.88,10,winter,0,0,0,healthy
tomato,4.73,91.95,21.21,6.39,98.53,45.45,37.24,2.16,32.01,8,monsoon,0,0,1,late_blight
tomato,35.89,73.02,162.97,6.34,119.9,43.55,23.87,4.6,45.73,10,winter,0,1,1,healthy
rice,16.22,46.41,17.69,6.63,110.19,77.18,53.05,1.93,25.2,11,winter,0,0,0,healthy
cotton,29.09,36.64,100.37,7.93,74.16,24.63,75.85,1.75,7.91,12,winter,1,0,0,healthy
wheat,18.25,81.34,188.87,9.0,134.92,52.57,70.67,0.48,20.87,2,winter,0,0,0,healthy
wheat,31.19,57.79,32.94,9.0,82.31,32.8,69.43,0.43,47.55,7,monsoon,0,0,0,healthy
wheat,17.24,85.76,111.32,6.87,69.8,0.0,46.63,0.05,40.29,8,monsoon,0,1,0,healthy
wheat,28.81,94.97,77.29,7.42,35.21,35.85,58.61,10.14,21.79,9,monsoon,0,1,0,healthy
cotton,30.54,74.7,80.64,8.66,22.59,32.67,69.67,4.48,20.58,11,winter,0,1,0,healthy
maize,2.79,15.44,73.35,8.42,107.14,28.38,23.76,11.6,31.7,4,summer,0,1,1,healthy
rice,32.08,93.17,7.56,6.06,99.24,22.37,83.8,3.73,30.79,3,summer,0,0,0,healthy
maize,27.7,100.0,58.91,5.8,91.73,30.31,56.02,1.36,33.85,1,winter,0,0,0,healthy
rice,12.61,40.06,31.02,6.55,42.19,47.85,103.09,0.18,9.75,11,winter,1,0,0,healthy
rice,17.77,56.77,71.28,7.85,114.78,26.3,99.4,5.13,22.56,4,summer,0,0,0,healthy
rice,25.65,43.42,6.28,6.73,62.26,61.36,0.0,1.92,23.88,4,summer,0,1,0,healthy
rice,29.76,73.57,2.9,6.79,109.09,20.04,56.95,1.13,47.02,7,monsoon,0,0,0,bacterial_blight
cotton,33.31,67.8,201.57,8.77,106.08,37.92,57.12,16.49,34.42,7,monsoon,0,0,0,healthy
wheat,22.72,99.76,50.55,5.52,71.08,53.61,116.9,5.23,54.18,7,monsoon,0,0,0,rust
maize,31.43,57.82,278.53,4.06,94.4,43.59,30.41,1.04,34.44,11,winter,0,0,0,healthy
tomato,31.32,57.71,64.71,5.52,95.92,11.34,49.72,2.41,37.42,3,summer,0,1,0,healthy
rice,20.83,54.5,3.7,5.67,126.54,104.45,64.33,7.41,25.49,2,winter,0,0,0,healthy
wheat,27.89,53.28,52.5,5.92,65.42,32.33,32.8,0.51,19.36,8,monsoon,1,0,0,healthy
wheat,17.57,59.44,170.7,6.49,78.15,77.48,42.19,2.47,38.98,1,winter,0,0,0,healthy
rice,25.22,76.07,408.38,6.76,34.48,11.38,43.1,4.35,28.01,12,winter,0,1,0,bacterial_blight
maize,14.11,78.91,35.85,9.0,57.9,25.77,43.78,11.14,34.51,3,summer,0,0,0,healthy
cotton,29.67,62.97,63.73,8.13,63.09,88.31,78.9,8.13,25.75,5,summer,0,0,0,healthy
maize,15.74,83.03,100.74,7.56,70.77,80.28,50.99,3.09,32.6,1,winter,0,0,0,rust
tomato,29.57,75.19,293.69,5.42,0.0,51.62,54.48,5.71,40.67,8,monsoon,0,1,0,healthy
rice,24.92,70.24,6.42,8.39,147.65,16.53,122.33,0.77,30.49,2,winter,0,1,0,blast
rice,30.49,61.13,42.85,7.36,55.56,9.79,60.1,0.46,25.67,7,monsoon,0,1,0,healthy
wheat,19.22,94.19,274.33,5.01,111.29,56.12,70.02,2.86,15.54,8,monsoon,1,0,0,healthy
rice,27.53,68.45,354.89,7.99,108.74,102.62,32.25,1.47,34.14,2,winter,0,0,0,healthy
maize,25.47,38.36,102.49,8.02,71.6,48.66,72.91,9.8,25.0,8,monsoon,0,0,0,healthy
tomato,16.83,74.51,23.31,7.36,108.71,55.79,84.11,2.76,22.49,3,summer,0,0,0,healthy
maize,14.53,83.26,5.92,7.14,131.49,29.87,73.77,3.9,23.14,6,monsoon,0,0,0,healthy
wheat,26.47,50.63,48.95,6.07,46.51,37.33,81.28,7.71,20.61,4,summer,0,0,0,healthy
maize,33.89,62.62,100.98,7.82,53.63,60.51,46.44,7.61,23.57,1,winter,0,0,0,healthy
cotton,22.52,41.45,1.84,4.84,51.6,58.93,82.68,0.67,28.55,7,monsoon,0,0,0,healthy
wheat,27.13,100.0,41.49,5.02,68.26,61.6,40.36,3.46,47.93,7,monsoon,0,0,0,healthy
rice,20.9,59.82,223.43,6.05,90.59,39.25,61.96,5.87,24.63,5,summer,0,0,0,healthy
maize,15.6,72.57,75.91,3.34,98.26,11.31,103.76,7.04,32.87,3,summer,0,1,0,healthy
cotton,25.11,92.31,107.75,4.62,67.89,65.02,91.76,0.95,39.66,6,monsoon,0,0,0,healthy
maize,22.94,58.98,499.05,9.0,128.31,51.34,49.69,2.8,35.76,3,summer,0,0,0,healthy
rice,29.35,48.65,13.17,5.96,81.87,37.2,56.2,4.15,44.98,12,winter,0,0,0,healthy
maize,32.73,74.25,137.1,6.48,89.48,40.26,30.11,8.21,33.84,7,monsoon,0,0,0,healthy
maize,31.22,60.71,168.03,8.84,131.91,69.82,41.22,0.95,24.5,11,winter,0,0,0,healthy
cotton,19.3,68.46,22.57,7.46,102.2,8.81,22.03,10.76,25.08,11,winter,0,1,0,healthy
cotton,16.24,75.23,165.19,3.48,95.83,19.48,61.14,7.3,39.72,11,winter,0,1,0,healthy
maize,17.94,33.99,175.83,8.18,85.4,78.48,27.67,0.02,22.14,7,monsoon,0,1,0,rust
maize,26.13,100.0,16.34,6.87,64.2,59.82,57.94,0.55,29.21,4,summer,0,0,0,healthy
rice,27.22,100.0,148.68,6.1,38.51,38.53,80.11,3.34,9.49,7,monsoon,1,1,0,bacterial_blight
rice,30.98,98.08,119.57,7.1,17.57,27.02,60.03,2.62,33.41,12,winter,0,1,0,healthy
tomato,25.76,53.4,137.73,7.97,86.64,38.58,13.97,0.46,24.86,5,summer,0,1,0,healthy
cotton,39.41,89.41,159.88,4.14,69.29,39.57,73.17,0.21,36.75,6,monsoon,0,0,1,healthy
rice,21.89,65.84,51.61,6.42,112.1,21.17,40.84,2.19,43.58,2,winter,0,0,0,blast
cotton,26.66,54.73,222.67,6.67,110.48,25.72,50.33,0.83,46.31,3,summer,0,0,0,healthy
cotton,14.92,83.21,60.05,5.8,80.78,59.12,43.9,9.24,23.45,6,monsoon,0,0,0,healthy
cotton,9.69,82.93,52.31,5.24,80.85,42.7,53.32,0.14,27.13,6,monsoon,0,0,1,healthy
rice,20.14,36.26,278.78,7.94,83.01,24.08,30.41,10.63,56.02,2,winter,0,0,0,blast
tomato,23.01,53.71,124.0,7.17,67.2,21.32,69.29,17.08,41.43,4,summer,0,0,0,healthy
maize,17.61,72.17,110.83,6.83,33.12,28.89,52.31,1.44,27.23,11,winter,0,1,0,rust
wheat,1.94,39.39,127.46,8.31,68.87,50.37,62.81,3.19,8.14,3,summer,1,0,1,healthy
wheat,19.27,87.27,122.16,5.9,100.37,19.98,41.52,12.48,34.89,3,summer,0,1,0,healthy
maize,36.1,72.27,32.7,6.79,97.88,23.89,71.58,12.62,21.59,11,winter,0,0,1,healthy
wheat,20.53,78.23,100.29,8.06,137.45,43.13,8.39,5.77,23.87,2,winter,0,1,0,rust
cotton,26.66,88.23,85.97,7.17,58.25,65.84,66.84,0.79,26.95,10,winter,0,0,0,healthy
maize,16.61,56.14,25.61,8.23,78.39,47.05,24.43,8.27,3.21,2,winter,1,1,0,healthy
tomato,25.09,67.24,8.26,8.12,70.95,0.0,61.53,9.48,14.41,10,winter,1,1,0,healthy
cotton,27.18,38.14,39.21,6.47,86.15,23.09,30.69,1.96,23.02,7,monsoon,0,0,0,healthy
tomato,24.19,57.22,108.11,9.0,74.65,47.6,40.32,3.34,16.1,7,monsoon,1,0,0,healthy
maize,26.86,100.0,77.64,7.49,65.44,73.3,32.13,1.37,24.24,6,monsoon,0,0,0,healthy
maize,32.27,76.51,81.34,4.94,117.67,33.83,33.45,0.14,27.7,5,summer,0,0,0,healthy
wheat,11.95,54.44,5.6,3.76,81.26,30.26,75.82,6.37,37.24,11,winter,0,0,0,healthy
rice,20.96,80.86,48.51,6.74,38.65,84.44,115.83,1.72,25.0,7,monsoon,0,1,0,blast
cotton,31.44,59.1,131.42,8.35,35.03,37.91,62.72,9.88,29.55,11,winter,0,1,0,healthy
rice,18.98,48.47,58.97,7.16,96.05,41.55,115.01,7.24,43.49,11,winter,0,0,0,healthy
cotton,35.98,78.81,101.5,5.9,43.24,100.41,100.06,2.07,50.35,7,monsoon,0,0,1,healthy
tomato,27.11,82.52,54.89,7.6,74.24,38.56,72.13,5.75,36.44,3,summer,0,0,0,healthy
cotton,32.19,62.94,22.25,3.0,106.83,60.67,48.43,2.17,21.33,4,summer,0,0,0,healthy
wheat,22.35,69.81,149.14,6.76,136.49,81.25,71.45,0.1,34.18,3,summer,0,0,0,rust
tomato,30.67,58.97,378.38,5.44,57.8,40.92,108.46,0.56,27.54,9,monsoon,0,0,0,late_blight
maize,13.46,55.85,65.75,6.45,74.52,29.62,48.97,1.09,24.61,10,winter,0,0,0,healthy
tomato,22.51,58.04,14.22,6.31,94.61,48.41,31.92,2.54,31.35,2,winter,0,0,0,healthy
rice,18.06,72.95,105.76,7.6,55.73,21.5,85.83,2.86,27.69,4,summer,0,0,0,healthy
cotton,21.61,65.49,76.02,5.63,77.95,20.37,61.21,2.76,30.65,8,monsoon,0,0,0,healthy
rice,20.99,77.66,25.01,4.37,105.06,73.2,33.16,0.7,23.65,10,winter,0,0,0,blast
rice,17.51,46.97,17.55,6.48,49.0,65.22,29.11,0.62,39.05,1,winter,0,1,0,healthy
maize,47.29,51.03,46.52,3.0,62.97,41.84,61.81,0.16,42.16,10,winter,0,0,1,healthy
tomato,23.11,72.59,157.94,8.61,92.14,55.34,53.92,1.8,32.4,11,winter,0,0,0,healthy
cotton,17.19,54.78,33.77,4.86,69.69,61.54,93.59,3.42,16.11,8,monsoon,1,0,0,healthy
maize,28.02,72.08,117.15,6.45,60.85,56.89,61.59,2.83,17.54,6,monsoon,1,0,0,healthy
cotton,27.97,100.0,57.17,7.18,32.28,31.22,55.87,4.5,30.04,6,monsoon,0,1,0,healthy
tomato,22.12,82.54,135.5,8.26,73.82,40.19,41.9,2.53,21.79,12,winter,0,0,0,healthy
wheat,19.59,73.1,260.6,8.72,139.86,25.12,68.59,14.61,42.57,11,winter,0,0,0,rust
rice,8.8,62.32,4.82,6.15,111.49,22.71,71.54,8.83,29.28,9,monsoon,0,0,1,healthy
tomato,35.5,89.53,340.87,6.7,36.6,17.21,85.68,6.42,22.56,3,summer,0,1,1,late_blight
rice,21.3,64.9,53.39,6.03,106.65,52.18,67.43,0.93,37.94,10,winter,0,0,0,healthy
rice,26.71,75.34,62.67,6.26,116.96,24.44,102.85,3.8,40.18,11,winter,0,0,0,healthy
cotton,12.71,82.67,43.95,8.64,120.89,75.9,79.81,2.65,21.62,7,monsoon,0,0,0,healthy
tomato,26.56,37.57,1.71,9.0,67.78,76.79,63.94,1.71,48.67,12,winter,0,0,0,healthy
tomato,27.42,81.86,70.84,5.77,78.5,73.17,56.43,0.92,19.35,5,summer,1,0,0,healthy
rice,13.27,76.82,0.85,5.05,47.6,34.83,68.67,3.51,38.92,4,summer,0,0,0,healthy
rice,8.78,99.29,62.62,6.18,121.59,44.63,41.77,2.57,19.53,2,winter,1,0,1,blast
wheat,30.61,64.39,49.4,7.6,94.86,57.43,74.16,3.63,30.33,11,winter,0,0,0,healthy
wheat,33.16,85.04,82.33,5.12,76.04,57.27,29.2,14.36,28.28,6,monsoon,0,1,0,healthy
maize,26.16,51.87,116.99,8.3,63.62,57.06,20.74,6.51,31.62,1,winter,0,1,0,healthy
maize,18.24,62.81,167.09,7.1,60.1,24.9,70.94,4.17,55.8,4,summer,0,0,0,healthy
wheat,24.32,95.95,79.55,8.0,19.72,40.65,31.96,3.08,39.89,8,monsoon,0,1,0,rust
cotton,13.28,100.0,47.56,6.18,81.29,0.0,16.87,3.63,23.65,1,winter,0,1,0,healthy
rice,20.01,87.77,10.96,5.72,140.96,32.3,49.32,4.09,21.84,7,monsoon,0,0,0,blast
rice,22.87,62.23,11.59,3.0,112.17,38.46,130.2,6.49,26.14,12,winter,0,0,0,blast
rice,30.37,63.07,225.18,7.9,59.2,77.78,69.32,8.76,37.94,12,winter,0,0,0,healthy
cotton,20.76,93.81,132.83,3.49,39.06,33.36,66.56,13.17,52.75,3,summer,0,1,0,healthy
maize,26.16,91.72,207.55,6.58,66.0,76.44,56.32,1.22,14.37,9,monsoon,1,0,0,healthy
tomato,27.94,58.94,201.77,6.17,109.72,0.0,58.63,0.8,25.77,6,monsoon,0,1,0,healthy
rice,22.33,46.57,40.62,6.78,38.6,38.9,64.74,12.84,38.47,11,winter,0,1,0,blast
tomato,29.91,53.86,74.76,7.46,87.68,20.3,47.94,3.96,22.3,12,winter,0,0,0,healthy
rice,18.98,71.99,5.49,6.74,53.66,46.17,46.54,0.27,44.88,12,winter,0,0,0,healthy
cotton,36.69,77.76,112.25,9.0,62.44,54.22,78.78,10.92,35.89,9,monsoon,0,0,1,healthy
rice,26.18,41.67,150.89,6.5,68.38,77.92,52.96,0.87,21.27,10,winter,0,0,0,bacterial_blight
cotton,27.53,90.71,90.72,6.17,107.25,39.02,41.95,4.03,17.92,3,summer,1,0,0,healthy
cotton,26.4,52.32,80.12,7.64,73.41,4.69,69.87,0.82,34.56,9,monsoon,0,1,0,healthy
wheat,8.72,55.21,122.26,6.75,67.4,17.49,45.41,15.47,41.12,8,monsoon,0,1,1,healthy
wheat,19.71,50.71,24.57,5.75,46.43,67.0,21.73,1.19,22.38,10,winter,0,1,0,rust
wheat,18.38,87.68,158.67,5.45,104.63,52.64,71.5,2.41,35.22,3,summer,0,0,0,healthy
cotton,35.33,91.15,55.24,8.11,98.02,30.64,63.17,5.9,17.51,2,winter,1,0,1,healthy
rice,37.32,92.52,208.47,8.55,36.6,55.25,101.56,11.67,20.94,1,winter,0,1,1,bacterial_blight
cotton,39.84,95.31,222.24,5.13,95.89,51.1,68.21,2.84,20.99,9,monsoon,0,0,1,healthy
cotton,17.09,97.55,40.0,8.29,45.0,13.65,80.2,3.99,8.05,2,winter,1,1,0,healthy
tomato,39.62,40.86,99.88,6.85,66.49,15.07,37.63,3.31,45.06,4,summer,0,1,1,healthy
rice,31.66,91.35,88.48,7.19,82.81,55.29,90.87,1.05,30.18,4,summer,0,0,0,healthy
rice,28.43,89.37,5.32,6.64,89.11,59.65,56.83,0.15,25.43,10,winter,0,0,0,bacterial_blight
tomato,18.23,89.98,12.07,4.9,91.83,34.66,95.94,8.41,26.39,8,monsoon,0,0,0,late_blight
wheat,26.72,74.47,70.96,7.92,97.89,30.29,107.45,0.93,13.7,6,monsoon,1,0,0,healthy
rice,24.75,77.0,300.22,8.43,31.64,0.0,78.52,6.52,49.72,9,monsoon,0,1,0,blast
tomato,20.95,77.04,296.46,7.79,85.94,37.25,77.59,8.49,20.88,1,winter,0,0,0,late_blight
wheat,20.56,66.52,107.68,4.89,107.41,30.08,64.26,0.16,25.68,10,winter,0,0,0,healthy
rice,4.56,74.94,74.14,4.32,61.31,84.13,39.25,0.97,42.83,1,winter,0,0,1,healthy
rice,24.96,57.82,73.68,6.09,76.11,30.2,59.36,2.43,20.78,5,summer,0,0,0,blast
rice,18.5,82.05,9.24,6.1,103.17,58.34,76.07,5.33,27.26,8,monsoon,0,0,0,healthy
tomato,38.35,30.5,43.93,8.03,118.16,37.82,43.21,7.6,23.92,5,summer,0,0,1,healthy
cotton,42.1,88.86,5.23,7.21,141.84,49.07,73.78,2.65,32.29,7,monsoon,0,0,1,healthy
tomato,30.34,58.85,213.64,6.14,107.1,31.22,53.42,5.58,17.9,11,winter,1,0,0,healthy
maize,17.64,64.64,26.07,6.33,110.14,20.33,72.37,4.95,30.95,8,monsoon,0,0,0,rust
tomato,31.67,75.16,185.48,6.33,105.06,67.22,54.99,1.81,30.26,1,winter,0,0,0,healthy
tomato,37.74,90.4,84.24,4.68,100.74,71.01,119.64,0.54,22.17,5,summer,0,0,1,healthy
wheat,23.26,52.68,8.48,3.8,79.32,29.11,54.95,7.19,28.68,11,winter,0,0,0,rust
maize,26.0,68.17,305.59,5.98,71.18,53.96,73.43,0.82,34.88,11,winter,0,0,0,healthy
maize,16.2,87.77,278.31,7.54,61.3,40.47,100.65,1.53,14.84,10,winter,1,0,0,rust
rice,15.73,98.81,23.23,5.0,64.76,25.62,43.3,2.24,13.93,10,winter,1,0,0,healthy
tomato,17.32,76.13,202.82,5.49,4.05,26.51,113.41,7.32,38.08,11,winter,0,1,0,healthy
tomato,16.01,100.0,86.19,6.44,81.76,29.55,61.28,2.07,7.91,11,winter,1,0,0,healthy
maize,27.9,28.11,40.92,7.93,67.31,34.16,46.07,6.21,32.8,7,monsoon,0,0,0,healthy
tomato,28.73,65.81,65.03,5.29,115.17,66.2,59.48,2.61,23.16,4,summer,0,0,0,healthy
tomato,28.96,74.27,34.96,5.88,142.33,46.03,55.59,15.84,33.73,6,monsoon,0,0,0,healthy
wheat,20.91,44.98,53.06,5.34,46.39,0.0,79.4,0.3,33.98,5,summer,0,1,0,healthy
cotton,23.52,79.63,87.62,6.24,42.33,55.07,78.98,10.83,38.19,10,winter,0,0,0,healthy
maize,17.93,81.37,84.36,4.8,83.2,25.25,56.37,12.01,29.67,1,winter,0,0,0,healthy
tomato,24.72,100.0,27.39,4.08,58.59,23.8,56.78,0.91,32.72,9,monsoon,0,0,0,late_blight
wheat,16.69,81.25,41.92,5.68,76.62,42.0,61.59,1.38,41.66,6,monsoon,0,0,0,healthy
wheat,18.67,82.31,2.81,9.0,76.88,34.72,69.93,0.84,24.17,8,monsoon,0,0,0,rust
tomato,21.75,76.2,32.4,9.0,58.51,53.34,101.38,2.06,23.39,7,monsoon,0,0,0,late_blight
tomato,22.78,42.28,56.57,6.59,1.44,61.71,93.38,20.42,20.64,6,monsoon,0,1,0,healthy
rice,34.81,92.18,40.9,5.8,40.18,15.32,35.76,0.63,41.76,8,monsoon,0,1,0,bacterial_blight
tomato,26.26,48.66,14.19,6.3,64.82,14.67,82.21,2.95,42.35,1,winter,0,1,0,healthy
rice,24.75,47.64,47.99,8.68,78.05,52.59,58.72,5.01,41.88,5,summer,0,0,0,healthy
maize,25.01,42.74,41.76,7.6,123.06,31.65,71.98,1.69,22.99,5,summer,0,0,0,healthy
tomato,24.47,29.14,65.0,6.34,44.22,20.48,35.58,2.84,1.94,5,summer,1,0,0,healthy
wheat,26.87,92.75,42.57,6.52,106.41,42.66,27.59,0.09,31.11,10,winter,0,1,0,healthy
tomato,21.79,72.08,148.12,4.81,77.9,60.58,53.58,2.87,42.92,10,winter,0,0,0,healthy
tomato,18.07,91.02,91.08,6.4,74.94,32.17,85.2,8.72,30.15,2,winter,0,0,0,late_blight
tomato,32.86,62.11,85.18,6.55,81.49,24.55,63.86,2.34,42.91,5,summer,0,0,0,healthy
tomato,23.33,81.71,69.11,5.58,27.93,34.24,47.4,3.93,37.31,5,summer,0,1,0,healthy
cotton,16.47,87.57,19.45,3.78,91.62,67.87,61.26,0.03,42.87,12,winter,0,0,0,healthy
cotton,22.02,79.85,3.46,5.47,75.83,26.73,61.88,0.08,31.64,8,monsoon,0,0,0,healthy
maize,28.53,92.45,411.93,6.14,19.3,0.0,49.35,3.99,40.16,2,winter,0,1,0,healthy
cotton,11.47,65.43,135.91,6.04,32.19,67.21,63.65,2.73,38.41,9,monsoon,0,1,0,healthy
cotton,18.35,70.65,65.26,7.48,69.59,46.93,101.56,4.96,32.32,4,summer,0,0,0,healthy
tomato,37.72,82.34,12.05,6.29,30.21,20.38,87.73,8.23,26.16,10,winter,0,1,1,healthy
wheat,26.41,66.25,29.21,6.77,71.17,54.85,47.58,4.21,30.32,3,summer,0,0,0,healthy
maize,21.63,88.29,226.74,7.73,107.91,18.18,84.01,0.3,37.98,8,monsoon,0,1,0,healthy
cotton,20.96,57.83,1.12,8.05,88.09,37.91,127.46,7.14,23.15,12,winter,0,0,0,healthy
cotton,14.8,43.33,114.09,5.96,94.17,0.0,37.06,7.23,26.23,12,winter,0,1,0,healthy
maize,23.76,91.42,79.38,5.77,153.69,51.69,106.37,11.71,36.27,9,monsoon,0,0,0,healthy
wheat,27.71,78.5,4.3,4.6,112.99,32.3,76.64,12.54,45.61,6,monsoon,0,0,0,healthy
maize,34.91,79.35,151.79,5.99,98.79,50.34,45.9,1.75,25.68,11,winter,0,0,0,healthy
wheat,19.06,97.56,84.03,7.2,88.12,43.1,93.0,23.65,53.74,11,winter,0,0,0,healthy
maize,40.7,67.4,315.65,8.0,106.62,34.88,51.76,0.59,21.41,5,summer,0,0,1,healthy
maize,24.36,69.3,22.78,5.2,67.11,15.24,83.29,4.78,22.52,6,monsoon,0,1,0,healthy
wheat,41.34,48.13,69.91,6.26,35.05,35.1,88.48,5.0,13.99,8,monsoon,1,1,1,healthy
cotton,35.45,59.42,306.22,4.42,93.28,71.17,69.42,8.85,35.82,3,summer,0,0,1,healthy
cotton,27.6,29.45,107.55,7.27,43.64,47.22,84.0,1.0,36.12,2,winter,0,0,0,healthy
rice,24.52,60.07,100.26,8.02,45.5,32.21,60.25,1.64,33.33,9,monsoon,0,0,0,healthy
maize,17.21,38.38,107.29,7.69,68.45,27.93,55.26,2.88,42.66,11,winter,0,0,0,rust
cotton,17.61,97.46,34.48,7.11,75.84,55.33,49.77,8.47,29.95,11,winter,0,0,0,healthy
wheat,30.49,77.95,61.84,7.44,71.97,84.54,14.58,1.31,19.19,2,winter,1,1,0,healthy
tomato,35.42,100.0,170.31,7.98,92.32,33.26,70.61,16.27,40.92,2,winter,0,0,1,late_blight
tomato,12.05,75.88,30.74,6.99,123.51,29.65,67.88,0.55,15.91,11,winter,1,0,0,healthy
tomato,37.18,98.2,64.57,5.92,49.75,37.56,105.4,6.54,33.61,4,summer,0,0,1,healthy
tomato,25.57,98.41,9.71,9.0,84.11,45.84,88.96,6.56,30.07,7,monsoon,0,0,0,healthy
cotton,21.64,95.92,99.11,6.56,80.53,19.66,31.39,8.92,22.13,7,monsoon,0,1,0,healthy
maize,14.46,31.9,52.65,6.75,56.16,49.87,59.79,7.24,35.61,6,monsoon,0,0,0,healthy
rice,20.73,68.13,135.27,6.51,98.68,40.94,75.28,0.92,35.38,10,winter,0,0,0,healthy
tomato,21.92,72.88,179.83,6.38,63.42,25.59,16.34,1.2,46.44,1,winter,0,1,0,late_blight
maize,29.5,65.89,143.03,7.55,75.18,34.18,36.0,13.25,48.06,2,winter,0,0,0,healthy
maize,25.81,53.55,32.03,8.61,96.09,37.44,55.73,9.1,32.35,10,winter,0,0,0,healthy
tomato,38.09,60.65,93.15,5.91,116.35,56.04,76.68,0.33,38.71,10,winter,0,0,1,healthy
rice,22.75,68.92,3.47,5.65,145.92,39.02,67.76,1.12,27.88,7,monsoon,0,0,0,blast
rice,27.06,81.36,75.21,8.21,58.47,4.81,84.58,8.74,19.94,7,monsoon,1,1,0,bacterial_blight
wheat,20.29,73.13,80.96,7.03,109.09,47.52,59.56,3.53,28.8,1,winter,0,0,0,rust
wheat,25.27,71.08,1.03,4.81,98.52,66.25,108.48,15.74,14.05,4,summer,1,0,0,healthy
wheat,34.1,73.63,42.49,4.75,85.02,68.7,53.72,11.65,35.18,11,winter,0,0,0,healthy
maize,30.95,74.6,5.58,5.78,91.53,65.09,38.27,1.18,22.86,9,monsoon,0,0,0,healthy
maize,19.67,56.51,41.18,9.0,76.25,19.53,48.18,0.85,17.21,7,monsoon,1,1,0,healthy
tomato,33.85,100.0,72.11,7.91,107.04,38.36,52.33,2.86,38.92,10,winter,0,0,0,healthy
